Attrition,Employee Attrition Status,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Age Group,Daily Rate,Distance From Home,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-370,Male,Research Scientist,Single,Yes,5,31,26-35,$408.00 ,9,Master's Degree,3,42,2,1,2,"$2,657.00 ","$7,551.00 ",0,16,3,4,0,3,3,2,2,2,2
Yes,1,Travel_Rarely,Sales,Life Sciences,STAFF-371,Female,Sales Representative,Single,No,0,21,18-25,$156.00 ,12,Bachelor's Degree,3,90,4,1,2,"$2,716.00 ","$25,422.00 ",1,15,3,4,0,1,3,1,0,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-372,Male,Research Scientist,Single,No,4,29,26-35,"$1,283.00 ",23,Bachelor's Degree,4,54,3,1,4,"$2,201.00 ","$18,168.00 ",9,16,3,4,0,6,3,3,2,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-373,Male,Healthcare Representative,Single,No,5,35,26-35,$755.00 ,9,Master's Degree,3,97,2,2,2,"$6,540.00 ","$19,394.00 ",9,19,3,3,0,10,3,1,1,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-374,Male,Laboratory Technician,Divorced,No,2,27,26-35,"$1,469.00 ",1,Associates Degree,4,82,3,1,2,"$3,816.00 ","$17,881.00 ",1,11,3,2,1,5,3,5,2,0,4
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-375,Male,Sales Executive,Single,No,1,28,26-35,$304.00 ,9,Master's Degree,2,92,3,2,4,"$5,253.00 ","$20,750.00 ",1,16,3,4,0,7,3,7,5,0,7
No,0,Travel_Rarely,R&D,Other,STAFF-376,Male,Healthcare Representative,Single,No,2,49,46-55,"$1,261.00 ",7,Bachelor's Degree,2,31,2,3,3,"$10,965.00 ","$12,066.00 ",8,24,4,3,0,26,3,5,2,0,0
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-377,Female,Sales Executive,Married,No,2,51,46-55,"$1,178.00 ",14,Associates Degree,3,87,3,2,4,"$4,936.00 ","$14,862.00 ",4,11,3,3,1,18,2,7,7,0,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-378,Female,Research Scientist,Married,No,3,36,36-45,$329.00 ,2,Bachelor's Degree,4,96,3,1,3,"$2,543.00 ","$11,868.00 ",4,13,3,2,1,6,3,2,2,2,2
Yes,1,Non-Travel,Sales,Marketing,STAFF-379,Male,Sales Executive,Single,Yes,3,34,26-35,"$1,362.00 ",19,Bachelor's Degree,1,67,4,2,4,"$5,304.00 ","$4,652.00 ",8,13,3,2,0,9,2,5,2,0,4
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-380,Female,Manager,Single,Yes,2,55,46-55,"$1,311.00 ",2,Bachelor's Degree,3,97,3,4,4,"$16,659.00 ","$23,258.00 ",2,13,3,3,0,30,3,5,4,1,2
No,0,Travel_Rarely,Sales,Marketing,STAFF-381,Female,Sales Executive,Divorced,Yes,2,24,18-25,"$1,371.00 ",10,Master's Degree,4,77,3,2,3,"$4,260.00 ","$5,915.00 ",1,12,3,4,1,5,4,5,2,0,3
No,0,Travel_Rarely,Sales,Technical Degree,STAFF-382,Male,Sales Representative,Married,No,3,30,26-35,$202.00 ,2,High School,3,72,3,1,2,"$2,476.00 ","$17,434.00 ",1,18,3,1,1,1,3,1,0,0,0
Yes,1,Travel_Frequently,R&D,Technical Degree,STAFF-383,Male,Research Scientist,Single,No,2,26,26-35,$575.00 ,3,High School,3,73,3,1,1,"$3,102.00 ","$6,582.00 ",0,22,4,3,0,7,3,6,4,0,4
No,0,Travel_Rarely,R&D,Medical,STAFF-384,Female,Research Scientist,Married,No,1,22,18-25,$253.00 ,11,Bachelor's Degree,1,43,3,1,2,"$2,244.00 ","$24,440.00 ",1,13,3,4,1,2,3,2,1,1,2
No,0,Travel_Rarely,Sales,Medical,STAFF-385,Male,Sales Executive,Married,No,2,36,36-45,$164.00 ,2,Associates Degree,2,61,2,3,3,"$7,596.00 ","$3,809.00 ",1,13,3,2,2,10,3,10,9,9,0
Yes,1,Travel_Frequently,R&D,Technical Degree,STAFF-386,Male,Research Scientist,Single,Yes,4,30,26-35,$464.00 ,4,Bachelor's Degree,3,40,3,1,4,"$2,285.00 ","$3,427.00 ",9,23,4,3,0,3,3,1,0,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-387,Female,Laboratory Technician,Divorced,No,2,37,36-45,"$1,107.00 ",14,Bachelor's Degree,4,95,3,1,1,"$3,034.00 ","$26,914.00 ",1,12,3,3,1,18,2,18,7,12,17
No,0,Travel_Rarely,Sales,Marketing,STAFF-388,Female,Sales Executive,Divorced,No,5,40,36-45,$759.00 ,2,Associates Degree,4,46,3,2,2,"$5,715.00 ","$22,553.00 ",7,12,3,3,2,8,3,5,4,1,3
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-389,Female,Laboratory Technician,Divorced,No,5,42,36-45,$201.00 ,1,Master's Degree,2,95,3,1,1,"$2,576.00 ","$20,490.00 ",3,16,3,2,1,8,3,5,2,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-390,Male,Manufacturing Director,Single,Yes,2,37,36-45,"$1,305.00 ",10,Master's Degree,3,49,3,2,2,"$4,197.00 ","$21,123.00 ",2,12,3,4,0,18,2,1,0,0,1
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-391,Male,Research Director,Divorced,No,3,43,36-45,$982.00 ,12,Bachelor's Degree,1,59,2,4,2,"$14,336.00 ","$4,345.00 ",1,11,3,3,1,25,3,25,10,3,9
No,0,Travel_Rarely,R&D,Medical,STAFF-392,Female,Laboratory Technician,Married,No,3,40,36-45,$555.00 ,2,Bachelor's Degree,2,78,2,2,3,"$3,448.00 ","$13,436.00 ",6,22,4,2,1,20,3,1,0,0,0
No,0,Travel_Rarely,R&D,Medical,STAFF-393,Male,Research Director,Married,No,4,54,46-55,$821.00 ,5,Associates Degree,1,86,3,5,1,"$19,406.00 ","$8,509.00 ",4,11,3,3,1,24,2,4,2,1,2
No,0,Non-Travel,Sales,Marketing,STAFF-394,Female,Sales Executive,Married,No,3,34,26-35,"$1,381.00 ",4,Master's Degree,3,72,3,2,3,"$6,538.00 ","$12,740.00 ",9,15,3,1,1,6,3,3,2,1,2
No,0,Travel_Rarely,R&D,Medical,STAFF-395,Female,Manufacturing Director,Married,No,5,31,26-35,$480.00 ,7,Associates Degree,2,31,3,2,1,"$4,306.00 ","$4,156.00 ",1,12,3,2,1,13,1,13,10,3,12
No,0,Travel_Frequently,R&D,Medical,STAFF-396,Male,Laboratory Technician,Married,No,1,43,36-45,$313.00 ,21,Bachelor's Degree,4,61,3,1,4,"$2,258.00 ","$15,238.00 ",7,20,4,1,1,8,3,3,2,1,2
No,0,Travel_Rarely,R&D,Other,STAFF-397,Female,Healthcare Representative,Divorced,Yes,3,43,36-45,"$1,473.00 ",8,Master's Degree,3,74,3,2,3,"$4,522.00 ","$2,227.00 ",4,14,3,4,0,8,3,5,2,0,2
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-398,Female,Sales Executive,Single,Yes,3,25,18-25,$891.00 ,4,Associates Degree,2,99,2,2,4,"$4,487.00 ","$12,090.00 ",1,11,3,2,0,5,3,5,4,1,3
No,0,Non-Travel,R&D,Medical,STAFF-399,Female,Research Scientist,Married,Yes,2,37,36-45,"$1,063.00 ",25,Doctoral Degree,2,72,3,2,3,"$4,449.00 ","$23,866.00 ",3,15,3,1,2,15,3,13,11,10,7
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-400,Male,Laboratory Technician,Married,No,3,31,26-35,$329.00 ,1,Associates Degree,4,98,2,1,1,"$2,218.00 ","$16,193.00 ",1,12,3,3,1,4,3,4,2,3,2
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-401,Male,Manager,Divorced,Yes,3,39,36-45,"$1,218.00 ",1,High School,2,52,3,5,3,"$19,197.00 ","$8,213.00 ",1,14,3,3,1,21,3,21,8,1,6
No,0,Travel_Frequently,Sales,Life Sciences,STAFF-402,Female,Sales Executive,Married,No,0,56,56-65,$906.00 ,6,Bachelor's Degree,3,86,4,4,1,"$13,212.00 ","$18,256.00 ",9,11,3,4,3,36,2,7,7,7,7
No,0,Travel_Rarely,Sales,Technical Degree,STAFF-403,Female,Sales Executive,Single,No,6,30,26-35,"$1,082.00 ",12,Bachelor's Degree,2,83,3,2,3,"$6,577.00 ","$19,558.00 ",0,11,3,2,0,6,3,5,4,4,4
No,0,Travel_Rarely,Sales,Marketing,STAFF-404,Male,Sales Executive,Married,No,2,41,36-45,$645.00 ,1,Bachelor's Degree,2,49,4,3,1,"$8,392.00 ","$19,566.00 ",1,16,3,3,1,10,3,10,7,0,7
No,0,Travel_Rarely,R&D,Medical,STAFF-405,Male,Laboratory Technician,Divorced,No,2,28,26-35,"$1,300.00 ",17,Associates Degree,3,79,3,2,1,"$4,558.00 ","$13,535.00 ",1,12,3,4,1,10,3,10,0,1,8
Yes,1,Travel_Rarely,R&D,Medical,STAFF-406,Male,Laboratory Technician,Married,No,5,25,18-25,$688.00 ,3,Bachelor's Degree,1,91,3,1,1,"$4,031.00 ","$9,396.00 ",5,13,3,3,1,6,3,2,2,0,2
No,0,Travel_Rarely,R&D,Medical,STAFF-407,Male,Manufacturing Director,Married,Yes,4,52,46-55,$319.00 ,3,Bachelor's Degree,4,39,2,3,3,"$7,969.00 ","$19,609.00 ",2,14,3,3,0,28,3,5,4,0,4
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-408,Male,Research Scientist,Married,No,3,45,36-45,$192.00 ,10,Associates Degree,1,69,3,1,4,"$2,654.00 ","$9,655.00 ",3,21,4,4,2,8,2,2,2,0,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-409,Female,Manager,Married,No,2,52,46-55,"$1,490.00 ",4,Associates Degree,4,30,3,4,4,"$16,555.00 ","$10,310.00 ",2,13,3,4,0,31,1,5,2,1,4
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-410,Female,Research Scientist,Divorced,No,3,42,36-45,$532.00 ,29,Associates Degree,1,92,3,2,3,"$4,556.00 ","$12,932.00 ",2,11,3,2,1,19,3,5,4,0,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-411,Female,Manufacturing Director,Single,No,2,30,26-35,$317.00 ,2,Bachelor's Degree,3,43,1,2,4,"$6,091.00 ","$24,793.00 ",2,20,4,3,0,11,3,5,4,0,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-412,Female,Manager,Married,No,5,60,56-65,$422.00 ,7,Bachelor's Degree,1,41,3,5,1,"$19,566.00 ","$3,854.00 ",5,11,3,4,0,33,1,29,8,11,10
No,0,Travel_Rarely,R&D,Medical,STAFF-413,Female,Manufacturing Director,Divorced,No,5,46,46-55,"$1,485.00 ",18,Bachelor's Degree,3,87,3,2,3,"$4,810.00 ","$26,314.00 ",2,14,3,3,1,19,2,10,7,0,8
No,0,Travel_Frequently,R&D,Technical Degree,STAFF-414,Female,Healthcare Representative,Married,No,4,42,36-45,"$1,368.00 ",28,Master's Degree,4,88,2,2,4,"$4,523.00 ","$4,386.00 ",0,11,3,4,3,7,4,6,5,0,4
Yes,1,Travel_Rarely,Sales,Technical Degree,STAFF-415,Female,Sales Representative,Single,Yes,4,24,18-25,"$1,448.00 ",1,High School,1,62,3,1,2,"$3,202.00 ","$21,972.00 ",1,16,3,2,0,6,3,5,3,1,4
Yes,1,Travel_Frequently,Sales,Marketing,STAFF-416,Female,Sales Representative,Divorced,No,3,34,26-35,$296.00 ,6,Associates Degree,4,33,1,1,3,"$2,351.00 ","$12,253.00 ",0,16,3,4,1,3,2,2,2,1,0
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-417,Male,Laboratory Technician,Married,Yes,3,38,36-45,"$1,490.00 ",2,Associates Degree,4,42,3,1,4,"$1,702.00 ","$12,106.00 ",1,23,4,3,1,1,3,1,0,0,0
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-418,Female,Manager,Married,No,2,40,36-45,"$1,398.00 ",2,Master's Degree,3,79,3,5,3,"$18,041.00 ","$13,022.00 ",0,14,3,4,0,21,3,20,15,1,12
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-419,Female,Research Scientist,Divorced,No,3,26,26-35,"$1,349.00 ",23,Bachelor's Degree,1,90,3,1,4,"$2,886.00 ","$3,032.00 ",1,22,4,2,2,3,1,3,2,0,2
No,0,Non-Travel,R&D,Life Sciences,STAFF-420,Male,Laboratory Technician,Married,No,3,30,26-35,"$1,400.00 ",3,Bachelor's Degree,3,53,3,1,4,"$2,097.00 ","$16,734.00 ",4,15,3,3,1,9,1,5,3,1,4
No,0,Travel_Rarely,R&D,Medical,STAFF-421,Male,Research Director,Married,No,2,29,26-35,$986.00 ,3,Master's Degree,2,93,2,3,3,"$11,935.00 ","$21,526.00 ",1,18,3,3,0,10,3,10,2,0,7
Yes,1,Travel_Rarely,R&D,Technical Degree,STAFF-422,Female,Research Scientist,Married,No,2,29,26-35,$408.00 ,25,Doctoral Degree,3,71,2,1,2,"$2,546.00 ","$18,300.00 ",5,16,3,2,0,6,4,2,2,1,1
Yes,1,Travel_Rarely,HR,Technical Degree,STAFF-423,Male,Human Resources,Single,No,3,19,18-25,$489.00 ,2,Associates Degree,1,52,2,1,4,"$2,564.00 ","$18,437.00 ",1,12,3,3,0,1,4,1,0,0,0
No,0,Non-Travel,Sales,Other,STAFF-424,Female,Sales Executive,Married,No,3,30,26-35,"$1,398.00 ",22,Master's Degree,3,69,3,3,1,"$8,412.00 ","$2,890.00 ",0,11,3,3,0,10,3,9,8,7,8
No,0,Travel_Rarely,Sales,Marketing,STAFF-425,Male,Manager,Divorced,No,3,57,56-65,$210.00 ,29,Bachelor's Degree,1,56,2,4,4,"$14,118.00 ","$22,102.00 ",3,12,3,3,1,32,2,1,0,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-426,Male,Manager,Married,No,2,50,46-55,"$1,099.00 ",29,Master's Degree,2,88,2,4,3,"$17,046.00 ","$9,314.00 ",0,15,3,2,1,28,3,27,10,15,7
No,0,Non-Travel,R&D,Medical,STAFF-427,Female,Laboratory Technician,Single,No,2,30,26-35,"$1,116.00 ",2,Bachelor's Degree,3,49,3,1,4,"$2,564.00 ","$7,181.00 ",0,14,3,3,0,12,2,11,7,6,7
No,0,Travel_Frequently,Sales,Marketing,STAFF-428,Female,Sales Executive,Married,No,5,60,56-65,"$1,499.00 ",28,Bachelor's Degree,3,80,2,3,1,"$10,266.00 ","$2,845.00 ",4,19,3,4,0,22,4,18,13,13,11
No,0,Travel_Rarely,R&D,Medical,STAFF-429,Female,Manufacturing Director,Divorced,No,2,47,46-55,$983.00 ,2,Associates Degree,1,65,3,2,4,"$5,070.00 ","$7,389.00 ",5,13,3,3,3,20,3,5,0,0,4
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-430,Male,Research Director,Married,No,2,46,46-55,"$1,009.00 ",2,Bachelor's Degree,1,51,3,4,3,"$17,861.00 ","$2,288.00 ",6,13,3,3,0,26,1,3,2,0,1
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-431,Male,Laboratory Technician,Single,No,2,35,26-35,$144.00 ,22,Bachelor's Degree,4,46,1,1,3,"$4,230.00 ","$19,225.00 ",0,15,3,3,0,6,3,5,4,4,3
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-432,Female,Laboratory Technician,Single,No,3,54,46-55,$548.00 ,8,Master's Degree,3,42,3,2,3,"$3,780.00 ","$23,428.00 ",7,11,3,3,0,19,3,1,0,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-433,Male,Research Scientist,Divorced,No,3,34,26-35,"$1,303.00 ",2,Master's Degree,4,62,2,1,3,"$2,768.00 ","$8,416.00 ",3,12,3,3,1,14,3,7,3,5,7
No,0,Travel_Rarely,Sales,Marketing,STAFF-434,Female,Sales Executive,Married,Yes,3,46,46-55,"$1,125.00 ",10,Bachelor's Degree,3,94,2,3,4,"$9,071.00 ","$11,563.00 ",2,19,3,3,1,15,3,3,2,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-435,Male,Manufacturing Director,Divorced,No,6,31,26-35,"$1,274.00 ",9,High School,3,33,3,3,2,"$10,648.00 ","$14,394.00 ",1,25,4,4,1,13,4,13,8,0,8
Yes,1,Travel_Rarely,R&D,Medical,STAFF-436,Male,Manager,Married,Yes,2,33,26-35,"$1,277.00 ",15,High School,2,56,3,3,3,"$13,610.00 ","$24,619.00 ",7,12,3,4,0,15,4,7,6,7,7
Yes,1,Travel_Rarely,R&D,Medical,STAFF-437,Male,Laboratory Technician,Divorced,No,2,33,26-35,$587.00 ,10,High School,1,38,1,1,4,"$3,408.00 ","$6,705.00 ",7,13,3,1,3,8,3,4,3,1,3
No,0,Travel_Rarely,Sales,Marketing,STAFF-438,Male,Sales Representative,Single,No,3,30,26-35,$413.00 ,7,High School,4,57,3,1,2,"$2,983.00 ","$18,398.00 ",0,14,3,1,0,4,3,3,2,1,2
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-439,Male,Healthcare Representative,Married,Yes,2,35,26-35,"$1,276.00 ",16,Bachelor's Degree,4,72,3,3,3,"$7,632.00 ","$14,295.00 ",4,12,3,3,0,10,3,8,7,0,0
Yes,1,Travel_Frequently,R&D,Life Sciences,STAFF-440,Male,Healthcare Representative,Married,No,2,31,26-35,$534.00 ,20,Bachelor's Degree,1,66,3,3,3,"$9,824.00 ","$22,908.00 ",3,12,3,1,0,12,3,1,0,0,0
Yes,1,Travel_Frequently,HR,Human Resources,STAFF-441,Female,Human Resources,Divorced,Yes,2,34,26-35,$988.00 ,23,Bachelor's Degree,2,43,3,3,1,"$9,950.00 ","$11,533.00 ",9,15,3,3,3,11,3,3,2,0,2
No,0,Travel_Frequently,R&D,Other,STAFF-442,Male,Laboratory Technician,Married,No,4,42,36-45,"$1,474.00 ",5,Associates Degree,2,97,3,1,3,"$2,093.00 ","$9,260.00 ",4,17,3,4,1,8,3,2,2,2,0
No,0,Non-Travel,Sales,Medical,STAFF-443,Male,Sales Executive,Single,No,3,36,36-45,$635.00 ,10,Master's Degree,2,32,3,3,4,"$9,980.00 ","$15,318.00 ",1,14,3,4,0,10,2,10,3,9,7
Yes,1,Travel_Frequently,R&D,Technical Degree,STAFF-444,Male,Laboratory Technician,Single,No,3,22,18-25,"$1,368.00 ",4,High School,3,99,2,1,3,"$3,894.00 ","$9,129.00 ",5,16,3,3,0,4,3,2,2,1,2
No,0,Travel_Rarely,Sales,Marketing,STAFF-445,Female,Sales Executive,Married,No,2,48,46-55,$163.00 ,2,Doctoral Degree,2,37,3,2,4,"$4,051.00 ","$19,658.00 ",2,14,3,1,1,14,3,9,7,6,7
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-446,Female,Manager,Single,No,2,55,46-55,"$1,117.00 ",18,Doctoral Degree,1,83,3,4,2,"$16,835.00 ","$9,873.00 ",3,23,4,4,0,37,3,10,9,7,7
No,0,Non-Travel,Sales,Life Sciences,STAFF-447,Male,Sales Executive,Single,No,3,41,36-45,$267.00 ,10,Associates Degree,4,56,3,2,4,"$6,230.00 ","$13,430.00 ",7,14,3,4,0,16,3,14,3,1,10
No,0,Travel_Rarely,Sales,Marketing,STAFF-448,Male,Sales Executive,Married,No,2,35,26-35,$619.00 ,1,Bachelor's Degree,2,85,3,2,3,"$4,717.00 ","$18,659.00 ",9,11,3,3,0,15,3,11,9,6,9
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-449,Female,Manufacturing Director,Single,No,3,40,36-45,$302.00 ,6,Bachelor's Degree,2,75,3,4,3,"$13,237.00 ","$20,364.00 ",7,15,3,3,0,22,3,20,6,5,13
No,0,Travel_Frequently,R&D,Life Sciences,STAFF-450,Female,Laboratory Technician,Married,No,3,39,36-45,$443.00 ,8,High School,3,48,3,1,3,"$3,755.00 ","$17,872.00 ",1,11,3,1,1,8,3,8,3,0,7
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-451,Male,Sales Executive,Single,Yes,2,31,26-35,$828.00 ,2,High School,2,77,3,2,4,"$6,582.00 ","$8,346.00 ",4,13,3,3,0,10,4,6,5,0,5
No,0,Travel_Rarely,R&D,Medical,STAFF-452,Male,Manufacturing Director,Married,Yes,5,42,36-45,$319.00 ,24,Bachelor's Degree,4,56,3,3,1,"$7,406.00 ","$6,950.00 ",1,21,4,4,1,10,2,10,9,5,8
No,0,Travel_Rarely,Sales,Other,STAFF-453,Male,Sales Executive,Married,No,3,45,36-45,$561.00 ,2,Bachelor's Degree,4,61,3,2,2,"$4,805.00 ","$16,177.00 ",0,19,3,2,1,9,4,8,7,3,7
Yes,1,Travel_Frequently,HR,Life Sciences,STAFF-454,Female,Human Resources,Divorced,Yes,2,26,26-35,$426.00 ,17,Master's Degree,2,58,3,1,3,"$2,741.00 ","$22,808.00 ",0,11,3,2,1,8,2,7,7,1,0
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-455,Male,Manufacturing Director,Divorced,No,2,29,26-35,$232.00 ,19,Bachelor's Degree,4,34,3,2,4,"$4,262.00 ","$22,645.00 ",4,12,3,2,2,8,4,3,2,1,2
No,0,Travel_Rarely,R&D,Medical,STAFF-456,Female,Research Director,Divorced,No,2,33,26-35,$922.00 ,1,Doctoral Degree,1,95,4,4,3,"$16,184.00 ","$22,578.00 ",4,19,3,3,1,10,3,6,1,0,5
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-457,Male,Manager,Divorced,No,3,31,26-35,$688.00 ,7,Bachelor's Degree,3,44,2,3,4,"$11,557.00 ","$25,291.00 ",9,21,4,3,1,10,2,5,4,0,1
Yes,1,Travel_Frequently,Sales,Marketing,STAFF-458,Male,Sales Representative,Single,Yes,3,18,18-25,"$1,306.00 ",5,Bachelor's Degree,2,69,3,1,2,"$1,878.00 ","$8,059.00 ",1,14,3,4,0,0,3,0,0,0,0
No,0,Non-Travel,Sales,Other,STAFF-459,Male,Sales Executive,Divorced,No,2,40,36-45,"$1,094.00 ",28,Bachelor's Degree,3,58,1,3,1,"$10,932.00 ","$11,373.00 ",3,15,3,3,1,20,3,1,0,0,1
No,0,Non-Travel,R&D,Other,STAFF-460,Female,Healthcare Representative,Single,Yes,3,41,36-45,$509.00 ,2,Master's Degree,1,62,2,2,3,"$6,811.00 ","$2,112.00 ",2,17,3,1,0,10,3,8,7,0,7
No,0,Travel_Rarely,Sales,Medical,STAFF-461,Male,Sales Executive,Divorced,No,5,26,26-35,$775.00 ,29,Associates Degree,1,45,3,2,3,"$4,306.00 ","$4,267.00 ",5,12,3,1,2,8,3,0,0,0,0
No,0,Travel_Rarely,Sales,Medical,STAFF-462,Female,Sales Executive,Single,No,3,35,26-35,$195.00 ,1,Bachelor's Degree,1,80,3,2,3,"$4,859.00 ","$6,698.00 ",1,16,3,4,0,5,3,5,4,0,3
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-463,Male,Sales Executive,Single,No,3,34,26-35,$258.00 ,21,Master's Degree,4,74,4,2,4,"$5,337.00 ","$19,921.00 ",1,12,3,4,0,10,3,10,7,5,7
Yes,1,Travel_Rarely,R&D,Technical Degree,STAFF-464,Male,Laboratory Technician,Single,Yes,3,26,26-35,$471.00 ,24,Bachelor's Degree,3,66,1,1,4,"$2,340.00 ","$23,213.00 ",1,18,3,2,0,1,1,1,0,0,0
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-465,Female,Manufacturing Director,Single,No,3,37,36-45,$799.00 ,1,Bachelor's Degree,2,59,3,3,4,"$7,491.00 ","$23,848.00 ",4,17,3,4,0,12,4,6,5,1,2
No,0,Travel_Frequently,R&D,Medical,STAFF-466,Female,Healthcare Representative,Married,No,3,46,46-55,"$1,034.00 ",18,High School,1,86,3,3,3,"$10,527.00 ","$8,984.00 ",5,11,3,4,0,28,2,2,2,1,2
No,0,Travel_Rarely,Sales,Life Sciences,STAFF-467,Female,Manager,Married,No,2,41,36-45,"$1,276.00 ",2,Doctoral Degree,2,91,3,4,1,"$16,595.00 ","$5,626.00 ",7,16,3,2,1,22,3,18,16,11,8
No,0,Non-Travel,Sales,Medical,STAFF-468,Male,Sales Executive,Divorced,No,6,37,36-45,$142.00 ,9,Master's Degree,1,69,3,3,2,"$8,834.00 ","$24,666.00 ",1,13,3,4,1,9,3,9,5,7,7
No,0,Travel_Rarely,R&D,Technical Degree,STAFF-469,Male,Research Scientist,Divorced,Yes,3,52,46-55,$956.00 ,6,Associates Degree,4,78,3,2,1,"$5,577.00 ","$22,087.00 ",3,12,3,2,2,18,3,10,9,6,9
Yes,1,Non-Travel,Sales,Other,STAFF-470,Male,Sales Executive,Married,No,2,32,26-35,"$1,474.00 ",11,Master's Degree,4,60,4,2,3,"$4,707.00 ","$23,914.00 ",8,12,3,4,0,6,3,4,2,1,2
No,0,Travel_Frequently,Sales,Medical,STAFF-471,Male,Sales Representative,Married,No,3,24,18-25,$535.00 ,24,Bachelor's Degree,4,38,3,1,4,"$2,400.00 ","$5,530.00 ",0,13,3,3,2,3,3,2,2,2,1
No,0,Travel_Rarely,R&D,Medical,STAFF-472,Female,Healthcare Representative,Married,No,4,38,36-45,"$1,495.00 ",10,Bachelor's Degree,3,76,3,2,3,"$9,824.00 ","$22,174.00 ",3,19,3,3,1,18,3,1,0,0,0
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-473,Female,Manufacturing Director,Married,No,2,37,36-45,$446.00 ,1,Master's Degree,2,65,3,2,2,"$6,447.00 ","$15,701.00 ",6,12,3,2,1,8,2,6,5,4,3
No,0,Travel_Rarely,R&D,Life Sciences,STAFF-474,Male,Research Director,Divorced,Yes,5,49,46-55,"$1,245.00 ",18,Master's Degree,4,58,2,5,3,"$19,502.00 ","$2,125.00 ",1,17,3,3,1,31,3,31,9,0,9
No,0,Travel_Rarely,R&D,Medical,STAFF-475,Male,Research Scientist,Married,Yes,3,24,18-25,$691.00 ,23,Bachelor's Degree,2,89,4,1,4,"$2,725.00 ","$21,630.00 ",1,11,3,2,2,6,3,6,5,1,4
No,0,Travel_Rarely,Sales,Marketing,STAFF-476,Male,Sales Executive,Married,No,5,26,26-35,$703.00 ,28,Associates Degree,1,66,3,2,2,"$6,272.00 ","$7,428.00 ",1,20,4,4,2,6,4,5,3,1,4
No,0,Travel_Rarely,R&D,Other,STAFF-477,Male,Laboratory Technician,Married,No,2,24,18-25,$823.00 ,17,Associates Degree,4,94,2,1,2,"$2,127.00 ","$9,100.00 ",1,21,4,4,1,1,3,1,0,0,0
No,0,Travel_Frequently,HR,Medical,STAFF-478,Male,Manager,Married,No,2,50,46-55,"$1,246.00 ",3,Bachelor's Degree,1,99,3,5,2,"$18,200.00 ","$7,999.00 ",1,11,3,3,1,32,3,32,5,10,7
No,0,Travel_Rarely,Sales,Medical,STAFF-479,Male,Sales Representative,Married,No,1,25,18-25,$622.00 ,13,High School,2,40,3,1,3,"$2,096.00 ","$26,376.00 ",1,11,3,3,0,7,3,7,4,0,6
Yes,1,Travel_Frequently,R&D,Life Sciences,STAFF-480,Female,Laboratory Technician,Married,Yes,4,24,18-25,"$1,287.00 ",7,Bachelor's Degree,1,55,3,1,3,"$2,886.00 ","$14,168.00 ",1,16,3,4,1,6,3,6,3,1,2
